"",temperature,humidite,force_moyenne_du_vecteur_de_vent,force_du_vecteur_de_vent_max,pluie_intensite_max,date,quartier,sismicite,concentration_gaz,pluie_totale,catastrophe
2831,13.8,73.9,6.3,12.9,0.0,2171-01-05,2,0.98,256.75,833.8,1
2832,13.8,73.9,6.3,12.9,0.0,2171-01-05,3,0.58,246.45,609.34,3
2833,13.8,73.9,6.3,12.9,0.0,2171-01-05,4,0.37,175.8,859.59,0
2834,13.8,73.9,6.3,12.9,0.0,2171-01-05,5,0.57,134.37,109.0,0
2940,10.5,60.7,4.4,7.3,0.0,2171-01-06,1,0.59,177.49,414.22,3
2941,10.5,60.7,4.4,7.3,0.0,2171-01-06,2,0.57,239.27,392.38,0
2942,10.5,60.7,4.4,7.3,0.0,2171-01-06,3,0.9,206.85,489.37,2
2943,10.5,60.7,4.4,7.3,0.0,2171-01-06,4,0.61,158.98,796.2,0
2944,10.5,60.7,4.4,7.3,0.0,2171-01-06,5,0.66,160.05,9.37,0
3055,7.2,61.2,7.2,9.8,0.0,2171-01-07,1,0.92,195.38,306.85,3
3056,7.2,61.2,7.2,9.8,0.0,2171-01-07,2,0.85,201.67,921.03,1
3057,7.2,61.2,7.2,9.8,0.0,2171-01-07,3,0.81,172.95,189.52,3
3058,7.2,61.2,7.2,9.8,0.0,2171-01-07,4,0.56,171.44,349.3,0
3059,7.2,61.2,7.2,9.8,0.0,2171-01-07,5,0.68,103.13,437.98,3
3170,15.7,60.8,14.4,25.0,0.0,2171-01-08,1,0.62,256.73,506.71,2
3171,15.7,60.8,14.4,25.0,0.0,2171-01-08,2,0.83,183.26,643.27,0
3172,15.7,60.8,14.4,25.0,0.0,2171-01-08,3,0.95,218.58,522.44,3
3173,15.7,60.8,14.4,25.0,0.0,2171-01-08,4,0.51,102.89,687.12,3
3174,15.7,60.8,14.4,25.0,0.0,2171-01-08,5,0.42,189.07,868.59,0
3285,-1.1,54.5,8.4,11.5,0.2,2171-01-09,1,0.93,232.71,755.1,2
3286,-1.1,54.5,8.4,11.5,0.2,2171-01-09,2,0.58,218.11,270.19,0
3287,-1.1,54.5,8.4,11.5,0.2,2171-01-09,3,0.53,152.97,24.04,3
3288,-1.1,54.5,8.4,11.5,0.2,2171-01-09,4,0.45,134.94,627.09,0
3289,-1.1,54.5,8.4,11.5,0.2,2171-01-09,5,0.39,193.45,237.85,3
120,15.1,72.4,3.8,6.2,0.1,2171-01-10,1,0.63,170.28,234.08,3
121,15.1,72.4,3.8,6.2,0.1,2171-01-10,2,0.74,251.25,508.86,1
122,15.1,72.4,3.8,6.2,0.1,2171-01-10,3,0.66,180.66,174.02,3
123,15.1,72.4,3.8,6.2,0.1,2171-01-10,4,0.35,149.51,344.57,3
124,15.1,72.4,3.8,6.2,0.1,2171-01-10,5,0.61,126.5,352.66,0
230,13.7,60.2,7.8,10.8,0.0,2171-01-11,1,0.79,180.49,379.13,3
231,13.7,60.2,7.8,10.8,0.0,2171-01-11,2,0.63,178.72,630.39,0
232,13.7,60.2,7.8,10.8,0.0,2171-01-11,3,0.99,272.34,550.24,2
233,13.7,60.2,7.8,10.8,0.0,2171-01-11,4,0.46,155.85,651.47,0
234,13.7,60.2,7.8,10.8,0.0,2171-01-11,5,0.31,192.23,448.38,0
335,8.4,67.7,4.4,5.6,0.0,2171-01-12,1,0.91,201.07,496.74,2
336,8.4,67.7,4.4,5.6,0.0,2171-01-12,2,0.9,151.61,273.27,0
337,8.4,67.7,4.4,5.6,0.0,2171-01-12,3,0.92,297.38,27.18,2
338,8.4,67.7,4.4,5.6,0.0,2171-01-12,4,0.57,112.28,209.59,0
339,8.4,67.7,4.4,5.6,0.0,2171-01-12,5,0.66,169.86,696.49,3
445,7.0,74.6,4.0,5.2,0.0,2171-01-13,1,0.93,217.77,646.42,3
446,7.0,74.6,4.0,5.2,0.0,2171-01-13,2,0.73,190.41,496.73,0
447,7.0,74.6,4.0,5.2,0.0,2171-01-13,3,0.88,238.7,510.67,3
448,7.0,74.6,4.0,5.2,0.0,2171-01-13,4,0.36,166.26,729.92,0
449,7.0,74.6,4.0,5.2,0.0,2171-01-13,5,0.39,103.98,196.18,0
555,9.1,70.9,3.5,3.4,0.0,2171-01-14,1,0.56,293.67,675.56,3
556,9.1,70.9,3.5,3.4,0.0,2171-01-14,2,0.74,296.9,186.48,1
557,9.1,70.9,3.5,3.4,0.0,2171-01-14,3,0.64,274.49,306.3,2
558,9.1,70.9,3.5,3.4,0.0,2171-01-14,4,0.69,129.88,812.05,0
559,9.1,70.9,3.5,3.4,0.0,2171-01-14,5,0.69,118.61,548.4,3
665,12.9,56.7,3.5,3.3,0.0,2171-01-15,1,0.88,207.71,592.48,3
666,12.9,56.7,3.5,3.3,0.0,2171-01-15,2,0.77,215.51,907.99,3
667,12.9,56.7,3.5,3.3,0.0,2171-01-15,3,0.61,246.59,14.01,3
668,12.9,56.7,3.5,3.3,0.0,2171-01-15,4,0.69,198.62,592.34,0
669,12.9,56.7,3.5,3.3,0.0,2171-01-15,5,0.51,109.59,268.19,0
880,9.4,78.2,3.6,5.4,0.0,2171-01-17,1,0.65,231.44,767.79,2
881,9.4,78.2,3.6,5.4,0.0,2171-01-17,2,0.54,225.67,899.11,0
882,9.4,78.2,3.6,5.4,0.0,2171-01-17,3,0.52,212.4,680.61,3
883,9.4,78.2,3.6,5.4,0.0,2171-01-17,4,0.65,197.74,740.83,0
884,9.4,78.2,3.6,5.4,0.0,2171-01-17,5,0.54,103.4,875.98,0
995,6.4,78.8,4.0,4.7,0.0,2171-01-18,1,0.78,232.68,5.29,3
996,6.4,78.8,4.0,4.7,0.0,2171-01-18,2,0.92,268.31,299.08,2
997,6.4,78.8,4.0,4.7,0.0,2171-01-18,3,0.6,152.27,588.8,3
998,6.4,78.8,4.0,4.7,0.0,2171-01-18,4,0.6,132.38,899.68,0
999,6.4,78.8,4.0,4.7,0.0,2171-01-18,5,0.51,102.64,284.44,3
1105,11.0,65.9,5.0,8.0,0.0,2171-01-19,1,0.56,153.07,635.17,3
1106,11.0,65.9,5.0,8.0,0.0,2171-01-19,2,0.92,280.57,208.74,1
1107,11.0,65.9,5.0,8.0,0.0,2171-01-19,3,0.86,245.28,757.89,3
1108,11.0,65.9,5.0,8.0,0.0,2171-01-19,4,0.33,129.24,240.24,0
1109,11.0,65.9,5.0,8.0,0.0,2171-01-19,5,0.56,165.97,261.23,0
1320,12.7,64.9,4.2,7.1,0.0,2171-01-20,1,0.51,163.16,102.66,3
1321,12.7,64.9,4.2,7.1,0.0,2171-01-20,2,0.72,261.39,446.53,1
1322,12.7,64.9,4.2,7.1,0.0,2171-01-20,3,0.63,243.8,544.98,2
1323,12.7,64.9,4.2,7.1,0.0,2171-01-20,4,0.63,147.86,960.82,0
1324,12.7,64.9,4.2,7.1,0.0,2171-01-20,5,0.5,115.91,300.86,0
1430,12.1,65.7,6.9,10.0,0.0,2171-01-21,1,0.69,193.73,783.93,3
1431,12.1,65.7,6.9,10.0,0.0,2171-01-21,2,0.78,286.74,163.26,1
1432,12.1,65.7,6.9,10.0,0.0,2171-01-21,3,0.97,286.82,52.55,2
1433,12.1,65.7,6.9,10.0,0.0,2171-01-21,4,0.5,123.8,132.3,0
1434,12.1,65.7,6.9,10.0,0.0,2171-01-21,5,0.64,181.87,755.69,0
1540,5.3,64.0,3.1,2.7,0.0,2171-01-22,1,0.9,277.57,681.69,3
1541,5.3,64.0,3.1,2.7,0.0,2171-01-22,2,0.9,236.57,834.76,3
1542,5.3,64.0,3.1,2.7,0.0,2171-01-22,3,0.8,163.78,337.64,3
1543,5.3,64.0,3.1,2.7,0.0,2171-01-22,4,0.36,177.59,874.73,0
1544,5.3,64.0,3.1,2.7,0.0,2171-01-22,5,0.58,106.48,932.57,0
1650,10.7,59.9,5.1,8.2,0.0,2171-01-23,1,0.84,285.41,494.53,2
1651,10.7,59.9,5.1,8.2,0.0,2171-01-23,2,0.73,163.21,130.65,0
1652,10.7,59.9,5.1,8.2,0.0,2171-01-23,3,0.64,263.11,383.89,3
1653,10.7,59.9,5.1,8.2,0.0,2171-01-23,4,0.54,156.47,902.59,0
1654,10.7,59.9,5.1,8.2,0.0,2171-01-23,5,0.33,114.44,139.67,0
1765,7.9,64.7,2.5,0.0,0.0,2171-01-24,1,0.71,180.23,751.87,3
1766,7.9,64.7,2.5,0.0,0.0,2171-01-24,2,0.94,282.41,301.34,1
1767,7.9,64.7,2.5,0.0,0.0,2171-01-24,3,0.58,175.52,172.26,3
1768,7.9,64.7,2.5,0.0,0.0,2171-01-24,4,0.65,173.28,452.52,3
1769,7.9,64.7,2.5,0.0,0.0,2171-01-24,5,0.65,104.76,202.34,0
1880,12.3,62.1,2.8,1.8,0.0,2171-01-25,1,0.94,291.45,311.54,2
1881,12.3,62.1,2.8,1.8,0.0,2171-01-25,2,0.67,203.36,564.86,1
1882,12.3,62.1,2.8,1.8,0.0,2171-01-25,3,0.97,296.48,381.16,2
1883,12.3,62.1,2.8,1.8,0.0,2171-01-25,4,0.51,149.45,735.37,0
1884,12.3,62.1,2.8,1.8,0.0,2171-01-25,5,0.41,156.86,259.66,0
1995,12.7,67.2,2.8,2.4,0.0,2171-01-26,1,0.64,297.32,109.91,2
1996,12.7,67.2,2.8,2.4,0.0,2171-01-26,2,0.51,169.6,32.76,0
1997,12.7,67.2,2.8,2.4,0.0,2171-01-26,3,0.82,214.6,381.77,2
1998,12.7,67.2,2.8,2.4,0.0,2171-01-26,4,0.5,122.47,278.79,0
1999,12.7,67.2,2.8,2.4,0.0,2171-01-26,5,0.46,131.24,762.95,0
2110,10.1,77.1,3.9,6.0,0.0,2171-01-27,1,0.83,220.79,204.17,3
2111,10.1,77.1,3.9,6.0,0.0,2171-01-27,2,0.6,286.61,244.41,0
2112,10.1,77.1,3.9,6.0,0.0,2171-01-27,3,0.81,290.92,30.14,2
2113,10.1,77.1,3.9,6.0,0.0,2171-01-27,4,0.6,118.74,805.09,0
2114,10.1,77.1,3.9,6.0,0.0,2171-01-27,5,0.3,118.6,991.62,0
2335,5.4,66.6,4.3,5.3,0.0,2171-01-29,1,0.55,219.37,272.11,3
2336,5.4,66.6,4.3,5.3,0.0,2171-01-29,2,0.89,163.78,709.27,0
2337,5.4,66.6,4.3,5.3,0.0,2171-01-29,3,0.62,274.48,191.04,2
2338,5.4,66.6,4.3,5.3,0.0,2171-01-29,4,0.68,187.82,60.57,0
2339,5.4,66.6,4.3,5.3,0.0,2171-01-29,5,0.67,122.2,885.86,0
2555,5.0,69.8,4.1,6.7,0.0,2171-01-30,1,0.65,188.37,85.81,3
2556,5.0,69.8,4.1,6.7,0.0,2171-01-30,2,0.53,251.25,308.4,0
2557,5.0,69.8,4.1,6.7,0.0,2171-01-30,3,0.81,268.05,53.7,2
2558,5.0,69.8,4.1,6.7,0.0,2171-01-30,4,0.5,122.47,751.62,0
2559,5.0,69.8,4.1,6.7,0.0,2171-01-30,5,0.39,174.85,347.68,3
2655,12.5,82.6,15.1,26.2,0.0,2171-01-31,1,0.53,202.92,331.49,3
2656,12.5,82.6,15.1,26.2,0.0,2171-01-31,2,0.56,226.97,131.17,0
2657,12.5,82.6,15.1,26.2,0.0,2171-01-31,3,0.89,185.02,42.68,3
2658,12.5,82.6,15.1,26.2,0.0,2171-01-31,4,0.37,153.18,825.76,0
2659,12.5,82.6,15.1,26.2,0.0,2171-01-31,5,0.49,175.27,417.51,0
45,11.6,67.1,13.1,21.1,0.0,2171-02-01,1,0.58,205.21,793.52,3
46,11.6,67.1,13.1,21.1,0.0,2171-02-01,2,0.81,211.04,591.95,3
47,11.6,67.1,13.1,21.1,0.0,2171-02-01,3,0.6,156.33,560.85,3
48,11.6,67.1,13.1,21.1,0.0,2171-02-01,4,0.6,129.39,218.6,0
49,11.6,67.1,13.1,21.1,0.0,2171-02-01,5,0.44,126.79,415.79,0
1245,12.0,66.6,7.1,11.7,0.0,2171-02-02,1,0.6,238.9,34.26,3
1246,12.0,66.6,7.1,11.7,0.0,2171-02-02,2,0.8,287.68,740.28,1
1247,12.0,66.6,7.1,11.7,0.0,2171-02-02,3,0.74,258.58,615.73,2
1248,12.0,66.6,7.1,11.7,0.0,2171-02-02,4,0.61,181.97,566.01,0
1249,12.0,66.6,7.1,11.7,0.0,2171-02-02,5,0.56,174.69,303.7,3
2480,11.4,72.8,3.8,4.9,0.0,2171-02-03,1,0.89,283.96,755.99,2
2481,11.4,72.8,3.8,4.9,0.0,2171-02-03,2,0.72,259.28,529.42,1
2482,11.4,72.8,3.8,4.9,0.0,2171-02-03,3,0.62,190.95,723.63,3
2483,11.4,72.8,3.8,4.9,0.0,2171-02-03,4,0.57,147.2,963.97,0
2484,11.4,72.8,3.8,4.9,0.0,2171-02-03,5,0.52,171.69,960.77,3
2760,17.6,65.6,7.0,10.1,0.0,2171-02-04,1,0.72,186.51,158.5,3
2761,17.6,65.6,7.0,10.1,0.0,2171-02-04,2,0.51,164.24,542.66,0
2762,17.6,65.6,7.0,10.1,0.0,2171-02-04,3,0.94,199.0,732.47,3
2763,17.6,65.6,7.0,10.1,0.0,2171-02-04,4,0.3,151.91,314.56,0
2764,17.6,65.6,7.0,10.1,0.0,2171-02-04,5,0.48,163.74,59.43,0
2870,6.6,72.1,2.4,0.0,0.0,2171-02-05,1,0.54,172.24,166.64,3
2871,6.6,72.1,2.4,0.0,0.0,2171-02-05,2,0.72,291.52,699.43,1
2872,6.6,72.1,2.4,0.0,0.0,2171-02-05,3,0.83,219.25,573.26,2
2873,6.6,72.1,2.4,0.0,0.0,2171-02-05,4,0.31,111.49,690.16,0
2874,6.6,72.1,2.4,0.0,0.0,2171-02-05,5,0.51,193.17,612.69,3
2980,10.9,59.6,6.5,10.4,0.0,2171-02-06,1,0.81,288.69,552.73,2
2981,10.9,59.6,6.5,10.4,0.0,2171-02-06,2,0.84,198.55,955.13,0
2982,10.9,59.6,6.5,10.4,0.0,2171-02-06,3,0.96,250.28,650.11,2
2983,10.9,59.6,6.5,10.4,0.0,2171-02-06,4,0.6,184.31,14.46,0
2984,10.9,59.6,6.5,10.4,0.0,2171-02-06,5,0.46,150.77,862.36,0
3095,15.7,63.2,11.6,18.7,0.0,2171-02-07,1,0.55,257.74,467.9,3
3096,15.7,63.2,11.6,18.7,0.0,2171-02-07,2,0.52,167.81,397.18,0
3097,15.7,63.2,11.6,18.7,0.0,2171-02-07,3,0.75,229.47,464.69,2
3098,15.7,63.2,11.6,18.7,0.0,2171-02-07,4,0.44,157.98,607.99,0
3099,15.7,63.2,11.6,18.7,0.0,2171-02-07,5,0.67,193.53,155.55,0
3210,13.4,54.8,4.2,7.7,0.0,2171-02-08,1,0.87,266.57,400.0,3
3211,13.4,54.8,4.2,7.7,0.0,2171-02-08,2,0.86,269.89,816.11,1
3212,13.4,54.8,4.2,7.7,0.0,2171-02-08,3,0.67,171.81,645.49,3
3213,13.4,54.8,4.2,7.7,0.0,2171-02-08,4,0.53,157.17,927.79,3
3214,13.4,54.8,4.2,7.7,0.0,2171-02-08,5,0.34,190.48,181.29,0
3325,14.2,53.0,4.4,13.0,0.0,2171-02-09,1,0.92,208.9,304.99,3
3326,14.2,53.0,4.4,13.0,0.0,2171-02-09,2,0.66,282.93,613.53,1
3327,14.2,53.0,4.4,13.0,0.0,2171-02-09,3,0.64,282.72,619.46,2
3328,14.2,53.0,4.4,13.0,0.0,2171-02-09,4,0.54,185.47,886.98,0
3329,14.2,53.0,4.4,13.0,0.0,2171-02-09,5,0.62,173.89,806.61,0
160,14.0,64.7,3.1,3.5,0.0,2171-02-10,1,0.87,288.7,751.78,2
161,14.0,64.7,3.1,3.5,0.0,2171-02-10,2,0.64,157.34,203.18,0
162,14.0,64.7,3.1,3.5,0.0,2171-02-10,3,0.69,277.96,644.89,2
163,14.0,64.7,3.1,3.5,0.0,2171-02-10,4,0.57,196.6,779.03,0
164,14.0,64.7,3.1,3.5,0.0,2171-02-10,5,0.49,145.25,9.13,0
265,16.5,68.9,4.2,6.5,0.0,2171-02-11,1,0.58,219.52,253.12,3
266,16.5,68.9,4.2,6.5,0.0,2171-02-11,2,0.84,289.81,717.94,2
267,16.5,68.9,4.2,6.5,0.0,2171-02-11,3,0.55,291.7,90.11,3
268,16.5,68.9,4.2,6.5,0.0,2171-02-11,4,0.69,122.39,505.03,3
269,16.5,68.9,4.2,6.5,0.0,2171-02-11,5,0.33,180.32,915.34,3
375,13.3,52.3,7.4,16.5,0.0,2171-02-12,1,0.53,208.15,644.66,3
376,13.3,52.3,7.4,16.5,0.0,2171-02-12,2,0.9,248.97,290.82,3
377,13.3,52.3,7.4,16.5,0.0,2171-02-12,3,0.91,236.15,417.82,2
378,13.3,52.3,7.4,16.5,0.0,2171-02-12,4,0.37,109.05,773.41,3
379,13.3,52.3,7.4,16.5,0.0,2171-02-12,5,0.58,172.24,868.28,0
485,21.8,60.8,7.3,22.6,0.0,2171-02-13,1,0.88,228.02,539.25,2
486,21.8,60.8,7.3,22.6,0.0,2171-02-13,2,0.51,238.46,997.12,0
487,21.8,60.8,7.3,22.6,0.0,2171-02-13,3,0.73,275.62,466.46,2
488,21.8,60.8,7.3,22.6,0.0,2171-02-13,4,0.64,158.58,843.7,0
489,21.8,60.8,7.3,22.6,0.0,2171-02-13,5,0.63,191.5,657.79,0
595,16.1,65.8,14.7,26.4,0.0,2171-02-14,1,0.84,178.54,744.35,3
596,16.1,65.8,14.7,26.4,0.0,2171-02-14,2,0.97,177.69,451.08,3
597,16.1,65.8,14.7,26.4,0.0,2171-02-14,3,0.9,172.26,496.67,3
598,16.1,65.8,14.7,26.4,0.0,2171-02-14,4,0.49,159.74,624.32,0
599,16.1,65.8,14.7,26.4,0.0,2171-02-14,5,0.46,137.07,286.34,0
705,12.2,72.2,12.1,18.9,0.0,2171-02-15,1,0.64,181.74,484.29,3
706,12.2,72.2,12.1,18.9,0.0,2171-02-15,2,0.77,196.86,726.76,3
707,12.2,72.2,12.1,18.9,0.0,2171-02-15,3,0.7,289.91,451.61,2
708,12.2,72.2,12.1,18.9,0.0,2171-02-15,4,0.58,192.45,375.73,3
709,12.2,72.2,12.1,18.9,0.0,2171-02-15,5,0.58,170.3,688.71,0
810,17.6,71.7,14.0,23.1,0.0,2171-02-16,1,0.72,286.53,315.1,2
811,17.6,71.7,14.0,23.1,0.0,2171-02-16,2,0.7,225.62,731.12,1
812,17.6,71.7,14.0,23.1,0.0,2171-02-16,3,0.61,282.83,353.5,3
813,17.6,71.7,14.0,23.1,0.0,2171-02-16,4,0.67,155.96,939.77,0
814,17.6,71.7,14.0,23.1,0.0,2171-02-16,5,0.67,156.36,950.16,3
920,21.4,63.1,11.7,16.9,0.0,2171-02-17,1,0.72,173.48,599.33,3
921,21.4,63.1,11.7,16.9,0.0,2171-02-17,2,0.81,274.53,123.22,1
922,21.4,63.1,11.7,16.9,0.0,2171-02-17,3,0.91,228.55,296.91,3
923,21.4,63.1,11.7,16.9,0.0,2171-02-17,4,0.48,185.74,23.1,0
924,21.4,63.1,11.7,16.9,0.0,2171-02-17,5,0.55,125.9,307.53,0
1030,15.2,70.8,5.8,9.1,0.0,2171-02-18,1,1.0,260.76,497.58,3
1031,15.2,70.8,5.8,9.1,0.0,2171-02-18,2,0.68,277.3,257.73,1
1032,15.2,70.8,5.8,9.1,0.0,2171-02-18,3,0.7,189.46,774.0,3
1033,15.2,70.8,5.8,9.1,0.0,2171-02-18,4,0.32,156.03,511.85,3
1034,15.2,70.8,5.8,9.1,0.0,2171-02-18,5,0.35,183.68,868.67,0
1140,16.7,58.5,6.3,10.7,0.0,2171-02-19,1,0.6,271.86,461.87,3
1141,16.7,58.5,6.3,10.7,0.0,2171-02-19,2,0.81,229.86,167.6,1
1142,16.7,58.5,6.3,10.7,0.0,2171-02-19,3,0.61,244.44,42.2,2
1143,16.7,58.5,6.3,10.7,0.0,2171-02-19,4,0.7,197.42,390.91,0
1144,16.7,58.5,6.3,10.7,0.0,2171-02-19,5,0.56,115.49,520.18,0
1355,12.4,58.4,8.6,14.1,0.0,2171-02-20,1,0.91,243.94,632.78,2
1356,12.4,58.4,8.6,14.1,0.0,2171-02-20,2,0.6,275.11,663.39,3
1357,12.4,58.4,8.6,14.1,0.0,2171-02-20,3,0.84,172.71,295.08,3
1358,12.4,58.4,8.6,14.1,0.0,2171-02-20,4,0.62,152.57,256.12,0
1359,12.4,58.4,8.6,14.1,0.0,2171-02-20,5,0.6,187.45,69.81,3
1470,20.2,57.1,18.9,31.0,0.0,2171-02-21,1,0.57,173.28,580.66,3
1471,20.2,57.1,18.9,31.0,0.0,2171-02-21,2,0.55,270.79,661.69,3
1472,20.2,57.1,18.9,31.0,0.0,2171-02-21,3,0.78,209.75,260.61,3
1473,20.2,57.1,18.9,31.0,0.0,2171-02-21,4,0.45,131.14,616.79,0
1474,20.2,57.1,18.9,31.0,0.0,2171-02-21,5,0.5,162.67,806.39,0
1580,20.1,67.9,7.2,13.2,0.0,2171-02-22,1,0.62,235.02,622.86,2
1581,20.1,67.9,7.2,13.2,0.0,2171-02-22,2,0.65,203.89,314.24,1
1582,20.1,67.9,7.2,13.2,0.0,2171-02-22,3,0.66,166.81,285.5,3
1583,20.1,67.9,7.2,13.2,0.0,2171-02-22,4,0.43,120.16,92.81,0
1584,20.1,67.9,7.2,13.2,0.0,2171-02-22,5,0.38,146.35,964.75,0
1690,20.2,58.5,4.2,6.1,0.0,2171-02-23,1,0.56,211.27,95.0,3
1691,20.2,58.5,4.2,6.1,0.0,2171-02-23,2,0.89,173.16,411.5,0
1692,20.2,58.5,4.2,6.1,0.0,2171-02-23,3,0.53,266.51,359.93,3
1693,20.2,58.5,4.2,6.1,0.0,2171-02-23,4,0.39,119.26,525.11,0
1694,20.2,58.5,4.2,6.1,0.0,2171-02-23,5,0.42,175.24,101.09,0
1805,20.7,69.7,13.5,19.9,0.0,2171-02-24,1,0.63,222.71,202.66,2
1806,20.7,69.7,13.5,19.9,0.0,2171-02-24,2,0.65,179.12,796.29,0
1807,20.7,69.7,13.5,19.9,0.0,2171-02-24,3,0.85,230.58,103.2,3
1808,20.7,69.7,13.5,19.9,0.0,2171-02-24,4,0.39,123.61,795.09,0
1809,20.7,69.7,13.5,19.9,0.0,2171-02-24,5,0.46,102.28,678.13,3
1920,12.1,56.2,4.8,10.2,0.0,2171-02-25,1,0.7,269.03,726.54,3
1921,12.1,56.2,4.8,10.2,0.0,2171-02-25,2,0.94,187.09,741.01,0
1922,12.1,56.2,4.8,10.2,0.0,2171-02-25,3,0.91,249.93,593.84,2
1923,12.1,56.2,4.8,10.2,0.0,2171-02-25,4,0.36,110.78,351.57,0
1924,12.1,56.2,4.8,10.2,0.0,2171-02-25,5,0.46,121.2,756.68,0
2035,12.0,54.7,7.3,12.4,0.0,2171-02-26,1,0.63,282.73,188.29,2
2036,12.0,54.7,7.3,12.4,0.0,2171-02-26,2,0.77,233.56,655.6,1
2037,12.0,54.7,7.3,12.4,0.0,2171-02-26,3,0.99,263.36,447.89,2
2038,12.0,54.7,7.3,12.4,0.0,2171-02-26,4,0.48,130.63,527.61,0
2039,12.0,54.7,7.3,12.4,0.0,2171-02-26,5,0.69,144.51,73.85,3
2150,17.7,60.6,3.5,5.6,0.0,2171-02-27,1,0.54,180.65,331.91,3
2151,17.7,60.6,3.5,5.6,0.0,2171-02-27,2,0.66,228.24,923.6,1
2152,17.7,60.6,3.5,5.6,0.0,2171-02-27,3,0.83,173.37,233.87,3
2153,17.7,60.6,3.5,5.6,0.0,2171-02-27,4,0.48,136.34,908.86,0
2154,17.7,60.6,3.5,5.6,0.0,2171-02-27,5,0.49,171.73,82.5,0
2260,18.1,58.2,3.8,5.9,0.0,2171-02-28,1,0.6,246.86,291.85,3
2261,18.1,58.2,3.8,5.9,0.0,2171-02-28,2,0.74,292.91,458.63,1
2262,18.1,58.2,3.8,5.9,0.0,2171-02-28,3,0.89,241.48,174.6,2
2263,18.1,58.2,3.8,5.9,0.0,2171-02-28,4,0.55,128.77,420.01,3
2264,18.1,58.2,3.8,5.9,0.0,2171-02-28,5,0.7,148.5,997.31,3
55,21.3,51.0,9.3,20.3,0.0,2171-03-01,1,0.97,193.82,210.73,3
56,21.3,51.0,9.3,20.3,0.0,2171-03-01,2,0.63,187.54,31.42,3
57,21.3,51.0,9.3,20.3,0.0,2171-03-01,3,0.76,224.48,411.26,3
58,21.3,51.0,9.3,20.3,0.0,2171-03-01,4,0.56,186.21,809.82,0
59,21.3,51.0,9.3,20.3,0.0,2171-03-01,5,0.66,195.06,161.87,3
1255,14.3,67.9,5.6,12.5,0.1,2171-03-02,1,0.75,194.32,615.14,3
1256,14.3,67.9,5.6,12.5,0.1,2171-03-02,2,0.78,247.83,140.6,0
1257,14.3,67.9,5.6,12.5,0.1,2171-03-02,3,0.69,184.26,730.82,3
1258,14.3,67.9,5.6,12.5,0.1,2171-03-02,4,0.7,119.4,635.06,0
1259,14.3,67.9,5.6,12.5,0.1,2171-03-02,5,0.49,108.49,293.2,0
2490,14.7,68.3,3.7,6.0,0.0,2171-03-03,1,0.58,180.84,453.61,3
2491,14.7,68.3,3.7,6.0,0.0,2171-03-03,2,0.85,219.71,642.32,1
2492,14.7,68.3,3.7,6.0,0.0,2171-03-03,3,0.89,291.4,387.54,3
2493,14.7,68.3,3.7,6.0,0.0,2171-03-03,4,0.56,188.84,390.8,0
2494,14.7,68.3,3.7,6.0,0.0,2171-03-03,5,0.4,119.96,81.65,0
2770,17.5,69.5,12.4,19.4,0.1,2171-03-04,1,0.99,212.47,735.48,2
2771,17.5,69.5,12.4,19.4,0.1,2171-03-04,2,0.85,240.89,400.77,1
2772,17.5,69.5,12.4,19.4,0.1,2171-03-04,3,0.94,246.12,268.35,3
2773,17.5,69.5,12.4,19.4,0.1,2171-03-04,4,0.45,163.53,172.21,3
2774,17.5,69.5,12.4,19.4,0.1,2171-03-04,5,0.54,157.19,678.45,0
2880,16.0,66.1,7.9,13.6,0.0,2171-03-05,1,0.51,165.6,230.87,3
2881,16.0,66.1,7.9,13.6,0.0,2171-03-05,2,0.68,278.35,49.38,3
2882,16.0,66.1,7.9,13.6,0.0,2171-03-05,3,0.55,237.24,233.4,3
2883,16.0,66.1,7.9,13.6,0.0,2171-03-05,4,0.48,168.76,250.73,3
2884,16.0,66.1,7.9,13.6,0.0,2171-03-05,5,0.52,116.77,416.45,0
2990,17.3,66.3,6.7,9.4,0.0,2171-03-06,1,0.85,215.52,709.26,2
2991,17.3,66.3,6.7,9.4,0.0,2171-03-06,2,0.65,275.49,601.95,1
2992,17.3,66.3,6.7,9.4,0.0,2171-03-06,3,0.88,160.91,742.24,3
2993,17.3,66.3,6.7,9.4,0.0,2171-03-06,4,0.61,174.36,545.88,0
2994,17.3,66.3,6.7,9.4,0.0,2171-03-06,5,0.48,196.83,117.31,3
3105,13.1,63.7,5.7,13.7,0.0,2171-03-07,1,0.71,173.76,704.81,3
3106,13.1,63.7,5.7,13.7,0.0,2171-03-07,2,0.68,197.7,53.88,3
3107,13.1,63.7,5.7,13.7,0.0,2171-03-07,3,0.68,175.21,763.43,3
3108,13.1,63.7,5.7,13.7,0.0,2171-03-07,4,0.69,178.83,934.48,3
3109,13.1,63.7,5.7,13.7,0.0,2171-03-07,5,0.43,168.38,38.8,0
3220,20.4,61.5,5.1,13.9,0.1,2171-03-08,1,0.63,206.07,229.65,2
3221,20.4,61.5,5.1,13.9,0.1,2171-03-08,2,0.74,152.25,626.72,3
3222,20.4,61.5,5.1,13.9,0.1,2171-03-08,3,0.83,264.84,593.58,2
3223,20.4,61.5,5.1,13.9,0.1,2171-03-08,4,0.47,176.77,123.65,0
3224,20.4,61.5,5.1,13.9,0.1,2171-03-08,5,0.45,177.6,324.54,0
